1.0468,0.13135,0.0553057,1.0607,0.0666893,0.0627905,1.14627,0.0398871,0.0518827,0.925299,0.121164,0.100724
2.06731,0.317396,0.203749,2.11512,0.199805,0.125581,2.18728,0.131551,0.0998488,1.44291,0.475588,0.300356
3.14669,0.485817,0.115904,3.15911,0.398823,0.188372,3.20216,0.620889,0.321136,2.55381,0.88416,0.286198
4.12839,0.500391,-0.002295,4.18855,0.662958,0.251162,3.91197,1.01988,0.422344,3.43034,1.13149,0.178124
5.20367,0.583276,-0.0692437,5.19939,0.991169,0.313953,4.55936,1.05532,0.342592,4.36325,0.982454,-0.00476339
6.24343,0.660506,-0.170221,6.18765,1.38216,0.376743,5.31763,1.34163,0.38051,5.66921,0.908064,-0.0639
7.11013,0.448632,0.0341308,7.14942,1.8344,0.439534,6.2045,0.833809,0.0273029,6.46597,0.527939,-0.0904376
8.17586,0.714739,0.0300439,8.08092,2.34609,0.502324,7.40366,1.01684,0.133513,7.79379,0.641218,0.0730722
9.2611,0.678862,0.0689483,8.97848,2.91523,0.565115,8.48219,0.736313,-0.0440181,8.61602,0.568555,0.0597371
10.1014,0.891776,0.20183,9.83855,3.53957,0.627905,9.60871,1.48963,0.389044,9.47648,1.33687,0.362082
11.2484,1.10205,0.401995,10.6578,4.21665,0.690696,10.6484,1.68541,0.316404,10.556,1.62946,0.396705
12.099,1.62254,0.418398,11.4329,4.94379,0.753486,11.6615,1.96014,0.320525,11.423,1.99486,0.432269
13.1345,2.08757,0.577006,12.1608,5.71814,0.816277,12.8863,2.15288,0.250631,12.5981,2.29436,0.483505
13.9623,2.64285,0.683175,12.8387,6.53664,0.879067,14.2894,2.72326,0.377459,14.1394,2.83858,0.537175
14.7329,3.36621,0.830423,13.4639,7.39607,0.941858,15.4733,2.93649,0.290199,14.9903,3.18781,0.662274
15.4611,4.23262,0.91901,14.034,8.29304,1.00465,16.3746,3.72141,0.561912,15.3441,4.11943,0.927524
16.1356,5.04601,1.10641,14.5467,9.22401,1.06744,17.1561,4.45471,0.692241,15.8794,4.97531,1.04783
16.5184,6.12444,1.22665,14.9999,10.1853,1.13023,17.7118,5.4415,0.921357,16.1888,6.04773,1.22506
16.7838,7.28054,1.34413,15.3919,11.1732,1.19302,18.2709,6.33267,0.998336,16.876,6.90449,1.19847
16.8976,8.34378,1.30517,15.7212,12.1837,1.25581,18.4431,7.51272,1.27294,17.0664,8.04603,1.31157
17.171,9.36355,1.38487,15.9864,13.2128,1.3186,18.5675,8.78717,1.41965,17.6604,9.15484,1.25302
17.4251,10.5338,1.54563,16.1865,14.2566,1.38139,18.4935,10.0809,1.57198,17.7674,10.3519,1.45168
17.3929,11.6499,1.53737,16.3207,15.3109,1.44418,18.2025,11.098,1.75448,17.6843,11.2329,1.58779
17.2802,12.6622,1.79867,16.3885,16.3715,1.50697,17.8658,12.3859,1.81759,17.5076,12.481,1.7123
17.0406,13.5148,1.74569,16.3896,17.4343,1.56976,17.4373,13.4472,1.92351,17.3251,13.4102,1.76575
16.9264,14.3583,1.78505,16.324,18.4951,1.63255,16.8805,14.3301,2.0689,17.1479,14.1179,1.79884
16.6245,15.3352,1.59167,16.1919,19.5496,1.69534,16.1114,15.426,2.16696,17.09,14.957,1.65202
16.5926,16.4846,1.48868,15.994,20.5938,1.75813,15.3602,17.0674,2.0072,17.1144,16.2784,1.5191
16.5032,17.5387,1.62581,15.7309,21.6236,1.82092,14.7881,18.4538,1.96885,16.7783,17.4865,1.6527
16.3394,18.6373,1.72316,15.4038,22.6347,1.88372,14.3616,19.6799,1.93662,16.537,18.5613,1.74571
16.1945,19.6669,1.90542,15.0138,23.6234,1.94651,14.0311,20.5815,1.96381,16.4406,19.2773,1.82736
15.7319,20.6986,1.95928,14.5625,24.5856,2.0093,13.6305,21.5496,1.99166,15.9154,20.31,1.95383
15.159,21.7331,2.0838,14.0518,25.5177,2.07209,13.2148,22.5546,2.00064,15.2217,21.449,2.04788
14.5051,22.5595,2.1736,13.4836,26.4158,2.13488,12.8063,23.2634,2.0848,14.7991,22.1357,2.13237
13.8726,23.4527,2.32766,12.8602,27.2765,2.19767,12.3799,24.0173,2.12312,14.1584,22.9727,2.255
13.0872,24.2503,2.56586,12.1839,28.0964,2.26046,12.0953,24.8426,2.05947,13.9765,23.6729,2.30366
12.171,24.652,2.57637,11.4576,28.8723,2.32325,11.7427,25.1467,2.2191,13.3656,24.1059,2.50995
11.0694,25.1728,2.53789,10.684,29.601,2.38604,11.1269,25.3211,2.47604,13.0429,24.2455,2.58494
10.4046,25.679,2.74579,9.86618,30.2798,2.44883,10.3581,25.788,2.5619,11.9935,24.876,2.66873
9.49131,25.877,2.81715,9.0074,30.9059,2.51162,9.50863,25.9297,2.77771,11.5332,24.906,2.83685
8.38378,26.2368,2.82095,8.11102,31.4769,2.57441,8.49104,26.3002,2.81378,10.7521,25.2107,2.83783
7.27758,26.7254,2.85465,7.18058,31.9905,2.6372,7.50527,26.8858,2.71528,10.1777,25.5675,2.81696
6.35739,26.9198,2.75196,6.21974,32.4447,2.69999,6.44036,26.9378,2.95349,9.14159,25.7232,2.88444
5.39287,27.2756,2.87363,5.2323,32.8378,2.76278,5.35459,27.6608,2.71792,8.74874,26.0368,2.83076
4.29984,27.4106,3.00796,4.22214,33.1681,2.82557,4.40834,27.2647,3.15257,7.84804,25.7394,3.13166
3.21492,27.2893,3.09974,3.19324,33.4343,2.88837,3.28239,27.2871,3.16585,7.16818,25.5693,3.19868
2.1969,27.4298,3.15767,2.14966,33.6355,2.95116,2.21056,27.0963,3.27991,6.41051,25.2483,3.32681
1.13043,27.4026,3.00904,1.09552,33.7708,3.01395,0.987058,27.4219,3.06083,5.88089,25.2697,3.14568
-0.0169161,27.2937,3.03943,0.0349609,33.8397,3.07674,-0.101467,27.3016,3.19768,5.0176,25.0912,3.19385
-1.1328,27.4729,3.10374,-1.02783,33.8419,3.13953,-1.26496,27.5718,3.05569,3.91684,25.3015,3.13816
-2.32937,27.3727,2.96296,-2.08838,33.9107,3.07674,-2.28341,27.2907,3.21718,2.64499,25.232,3.15419
-3.43167,27.479,2.90549,-3.14253,34.046,3.01395,-3.53529,27.4729,3.06183,0.179172,25.9508,2.9986
-4.41843,27.8212,2.74778,-4.1861,34.2472,2.95116,-4.68175,27.8092,2.91323,-1.62125,26.6028,2.80815
-5.25978,28.3909,2.59697,-5.215,34.5135,2.88837,-5.74899,28.3612,2.73448,-3.29198,27.398,2.63752
-6.06863,28.8931,2.44547,-6.22516,34.8438,2.82557,-6.70017,29.1314,2.53513,-4.74096,28.3428,2.45518
-6.72208,29.7556,2.55732,-7.21261,35.2368,2.76278,-7.3951,30.1689,2.26522,-6.10677,29.5423,2.36948
-7.46591,30.4666,2.40285,-8.17344,35.691,2.69999,-7.91783,30.6944,2.27339,-7.054,30.212,2.40918
-8.2882,31.3704,2.27623,-9.10389,36.2046,2.6372,-8.51369,31.295,2.27824,-7.7522,30.8836,2.30172
-8.87481,32.25,2.10283,-10.0003,36.7756,2.57441,-8.98523,32.5504,2.01049,-8.0925,32.0965,1.98477
-9.32174,33.3874,2.01391,-10.859,37.4017,2.51162,-9.39587,33.3132,2.00979,-8.8596,32.9688,2.06029
-9.50745,34.4825,1.8347,-11.6768,38.0805,2.44883,-9.68097,34.4276,1.86832,-9.04615,34.0682,1.83765
-9.74286,35.5958,1.73699,-12.4504,38.8093,2.38604,-9.95919,35.5853,1.8013,-9.46275,35.3053,1.75619
-9.75377,36.7245,1.75386,-13.1768,39.5851,2.32325,-10.0201,36.789,1.65976,-9.59931,36.5263,1.69196
-9.81814,37.9056,1.84025,-13.853,40.405,2.26046,-9.91477,37.7062,1.53592,-9.85815,37.5017,1.77912
-10.1463,38.884,1.96261,-14.4765,41.2657,2.19767,-9.59592,38.8841,1.36283,-10.0769,38.8795,1.79415
-10.5565,39.6945,1.93644,-15.0447,42.1639,2.13488,-9.17966,39.5665,1.20054,-10.2729,39.7114,1.83976
-10.769,40.6819,1.81441,-15.5554,43.0959,2.07209,-8.93364,40.1887,1.17052,-10.825,40.6114,1.88424
-11.2373,41.7727,1.84175,-16.0067,44.0581,2.0093,-8.64344,41.0383,1.17282,-11.0084,41.6651,1.78011
-11.605,42.9278,1.67775,-16.3966,45.0468,1.94651,-8.72987,41.7518,1.32071,-11.4659,42.4941,1.78467
-11.5989,44.0201,1.52658,-16.7238,46.058,1.88372,-9.0225,43.3228,1.63626,-11.4702,44.0941,1.56262
-11.4425,45.2198,1.55055,-16.9869,47.0877,1.82093,-9.74428,44.6015,1.94515,-11.5247,45.1582,1.55164
-11.2453,46.1246,1.62934,-17.1848,48.1319,1.75813,-10.5636,45.6522,2.12612,-11.3908,45.9096,1.52983
-11.1329,47.1029,1.73314,-17.3168,49.1865,1.69534,-11.3198,46.7657,2.13886,-11.3953,46.7912,1.61214
-11.1094,48.2044,1.68782,-17.3824,50.2472,1.63255,-11.8188,48.204,1.93531,-11.3623,48.0523,1.60232
-11.2114,49.3193,1.55113,-17.3813,51.31,1.56976,-11.9494,49.2653,1.77122,-11.1296,48.9015,1.47775
-11.0751,50.5046,1.408,-17.3135,52.3706,1.50697,-11.8042,50.2816,1.56053,-10.7933,49.809,1.34813
-11.0802,51.5895,1.43544,-17.1793,53.4249,1.44418,-11.4691,51.558,1.36142,-10.7236,51.1797,1.43306
-10.8338,52.5335,1.46258,-16.9792,54.4687,1.38139,-10.9827,52.2996,1.16819,-10.7297,52.0051,1.48132
-10.7225,53.7196,1.39411,-16.714,55.4979,1.3186,-10.4319,53.2883,1.07766,-10.6219,53.1884,1.42573
-10.4906,54.7888,1.34457,-16.3848,56.5084,1.25581,-9.98321,54.492,1.13753,-10.5228,54.5412,1.40181
-10.2106,55.8105,1.34652,-15.9928,57.4962,1.19302,-9.61685,55.2468,1.10037,-10.2885,55.2887,1.31583
-9.97509,56.9173,1.41793,-15.5395,58.4575,1.13023,-9.26093,56.3814,1.1722,-10.0564,56.501,1.35337
-9.8502,57.8696,1.11424,-15.0269,59.3885,1.06744,-9.23079,57.5562,1.36387,-9.89502,57.6102,1.27578
-9.34333,58.8336,1.12792,-14.4568,60.2855,1.00465,-9.07413,58.7289,1.38264,-9.22185,58.6688,1.08202
-8.90686,59.8032,0.929736,-13.8316,61.1449,0.941858,-9.09388,59.7781,1.46773,-8.90697,59.5369,1.03497
-8.23778,60.8516,1.02504,-13.1537,61.9634,0.879067,-8.99757,60.7317,1.44062,-8.5488,60.3815,1.0498
-7.78769,61.6292,1.12936,-12.4257,62.7377,0.816277,-8.60107,61.9185,1.28717,-7.99783,61.5857,1.11085
-7.10685,62.5654,0.939739,-11.6506,63.4649,0.753486,-8.09172,62.7722,1.12933,-7.47224,62.4019,0.969615
-6.24132,63.3875,0.77079,-10.8314,64.142,0.690696,-7.30298,63.6691,0.929007,-6.65415,63.3301,0.833108
-5.32522,64.0954,0.678614,-9.97135,64.7663,0.627905,-6.3572,64.2534,0.691914,-5.8465,63.9628,0.697042
-4.6728,64.659,0.607131,-9.07379,65.3354,0.565115,-5.11596,64.9921,0.549395,-4.61125,64.7775,0.592907
-3.81839,65.1902,0.592664,-8.14229,65.8471,0.502324,-3.89173,65.2229,0.30006,-3.71242,65.1374,0.517586
-2.89174,65.7541,0.447699,-7.18052,66.2994,0.439534,-2.82966,65.9939,0.485626,-2.90828,65.8858,0.546503
-2.08119,66.2705,0.349117,-6.19227,66.6904,0.376743,-1.98772,66.0741,0.287166,-2.24158,66.0542,0.365684
